Domain,Area,Element,Item,Year,Unit,Value
"Crops and livestock products","Lesotho","Export Quantity","Vegetables in vinegar","2020","tonnes","49"
"Crops and livestock products","Lesotho","Export Quantity","Vegetables, frozen","2020","tonnes",""
"Crops and livestock products","Lesotho","Export Quantity","Wheat","2020","tonnes","0"
"Crops and livestock products","Liberia","Export Quantity","Oil, palm","2020","tonnes","24157"
"Crops and livestock products","Liberia","Export Quantity","Oil, palm kernel","2020","tonnes","1273"
"Crops and livestock products","Libya","Export Quantity","Oil, olive, virgin","2020","tonnes","0"
"Crops and livestock products","Lithuania","Export Quantity","Barley","2020","tonnes","383855"
"Crops and livestock products","Lithuania","Export Quantity","Cotton lint","2020","tonnes","22"
"Crops and livestock products","Lithuania","Export Quantity","Flax fibre and tow","2020","tonnes","4083"
"Crops and livestock products","Lithuania","Export Quantity","Linseed","2020","tonnes","7487"
"Crops and livestock products","Lithuania","Export Quantity","Maize","2020","tonnes","235028"
"Crops and livestock products","Lithuania","Export Quantity","Oil, linseed","2020","tonnes","12"
"Crops and livestock products","Lithuania","Export Quantity","Oil, maize","2020","tonnes","25"
"Crops and livestock products","Lithuania","Export Quantity","Oil, olive, virgin","2020","tonnes","1277"
"Crops and livestock products","Lithuania","Export Quantity","Oil, palm","2020","tonnes","1009"
"Crops and livestock products","Lithuania","Export Quantity","Oil, palm kernel","2020","tonnes","103"
"Crops and livestock products","Lithuania","Export Quantity","Quinoa","2020","tonnes","39"
"Crops and livestock products","Lithuania","Export Quantity","Raisins","2020","tonnes","2241"
"Crops and livestock products","Lithuania","Export Quantity","Rice, milled","2020","tonnes","11943"
"Crops and livestock products","Lithuania","Export Quantity","Sunflower seed","2020","tonnes","32633"
"Crops and livestock products","Lithuania","Export Quantity","Vegetables in vinegar","2020","tonnes","3813"
"Crops and livestock products","Lithuania","Export Quantity","Vegetables, frozen","2020","tonnes","3372"
"Crops and livestock products","Lithuania","Export Quantity","Wheat","2020","tonnes","3979200"
"Crops and livestock products","Luxembourg","Export Quantity","Barley","2020","tonnes","12742"
"Crops and livestock products","Luxembourg","Export Quantity","Cotton lint","2020","tonnes","0"
"Crops and livestock products","Luxembourg","Export Quantity","Flax fibre and tow","2020","tonnes","0"
"Crops and livestock products","Luxembourg","Export Quantity","Linseed","2020","tonnes","66"
"Crops and livestock products","Luxembourg","Export Quantity","Maize","2020","tonnes","12464"
"Crops and livestock products","Luxembourg","Export Quantity","Oil, linseed","2020","tonnes","1"
"Crops and livestock products","Luxembourg","Export Quantity","Oil, maize","2020","tonnes","114"
"Crops and livestock products","Luxembourg","Export Quantity","Oil, olive, virgin","2020","tonnes","59"
"Crops and livestock products","Luxembourg","Export Quantity","Oil, palm","2020","tonnes","0"
"Crops and livestock products","Luxembourg","Export Quantity","Oil, palm kernel","2020","tonnes","0"
"Crops and livestock products","Luxembourg","Export Quantity","Quinoa","2020","tonnes","3"
"Crops and livestock products","Luxembourg","Export Quantity","Raisins","2020","tonnes","3"
"Crops and livestock products","Luxembourg","Export Quantity","Rice, milled","2020","tonnes","48"
"Crops and livestock products","Luxembourg","Export Quantity","Sunflower seed","2020","tonnes","53"
"Crops and livestock products","Luxembourg","Export Quantity","Vegetables in vinegar","2020","tonnes","60"
"Crops and livestock products","Luxembourg","Export Quantity","Vegetables, frozen","2020","tonnes","223"
"Crops and livestock products","Luxembourg","Export Quantity","Wheat","2020","tonnes","30423"
"Crops and livestock products","Madagascar","Export Quantity","Cotton lint","2020","tonnes","881"
"Crops and livestock products","Madagascar","Export Quantity","Maize","2020","tonnes","147"
"Crops and livestock products","Madagascar","Export Quantity","Oil, linseed","2020","tonnes","6"
"Crops and livestock products","Madagascar","Export Quantity","Oil, palm","2020","tonnes","418"
"Crops and livestock products","Madagascar","Export Quantity","Oil, palm kernel","2020","tonnes","0"
"Crops and livestock products","Madagascar","Export Quantity","Raisins","2020","tonnes",""
"Crops and livestock products","Madagascar","Export Quantity","Rice, milled","2020","tonnes","4"
"Crops and livestock products","Madagascar","Export Quantity","Sunflower seed","2020","tonnes",""
"Crops and livestock products","Madagascar","Export Quantity","Vegetables in vinegar","2020","tonnes","8"
"Crops and livestock products","Madagascar","Export Quantity","Vegetables, frozen","2020","tonnes","239"
"Crops and livestock products","Malawi","Export Quantity","Cotton lint","2020","tonnes","2197"
"Crops and livestock products","Malawi","Export Quantity","Maize","2020","tonnes","634"
"Crops and livestock products","Malawi","Export Quantity","Oil, olive, virgin","2020","tonnes","0"
"Crops and livestock products","Malawi","Export Quantity","Oil, palm","2020","tonnes","10"
"Crops and livestock products","Malawi","Export Quantity","Rice, milled","2020","tonnes","148"
"Crops and livestock products","Malawi","Export Quantity","Sunflower seed","2020","tonnes","1778"
"Crops and livestock products","Malawi","Export Quantity","Vegetables, frozen","2020","tonnes","103"
"Crops and livestock products","Malaysia","Export Quantity","Barley","2020","tonnes","274"
"Crops and livestock products","Malaysia","Export Quantity","Cotton lint","2020","tonnes","54571"
"Crops and livestock products","Malaysia","Export Quantity","Linseed","2020","tonnes","0"
"Crops and livestock products","Malaysia","Export Quantity","Maize","2020","tonnes","13653"
"Crops and livestock products","Malaysia","Export Quantity","Oil, linseed","2020","tonnes","83"
"Crops and livestock products","Malaysia","Export Quantity","Oil, maize","2020","tonnes","9256"
"Crops and livestock products","Malaysia","Export Quantity","Oil, olive, virgin","2020","tonnes","27"
"Crops and livestock products","Malaysia","Export Quantity","Oil, palm","2020","tonnes","14575437"
"Crops and livestock products","Malaysia","Export Quantity","Oil, palm kernel","2020","tonnes","864130"
"Crops and livestock products","Malaysia","Export Quantity","Quinoa","2020","tonnes","10"
"Crops and livestock products","Malaysia","Export Quantity","Raisins","2020","tonnes","220"
"Crops and livestock products","Malaysia","Export Quantity","Rice, milled","2020","tonnes","47371"
"Crops and livestock products","Malaysia","Export Quantity","Sunflower seed","2020","tonnes","0"
"Crops and livestock products","Malaysia","Export Quantity","Vegetables in vinegar","2020","tonnes","297"
"Crops and livestock products","Malaysia","Export Quantity","Vegetables, frozen","2020","tonnes","337"
"Crops and livestock products","Malaysia","Export Quantity","Wheat","2020","tonnes","356"
"Crops and livestock products","Maldives","Export Quantity","Oil, olive, virgin","2020","tonnes","0"
"Crops and livestock products","Maldives","Export Quantity","Oil, palm","2020","tonnes","475"
"Crops and livestock products","Maldives","Export Quantity","Vegetables in vinegar","2020","tonnes","0"
"Crops and livestock products","Maldives","Export Quantity","Wheat","2020","tonnes","626"
"Crops and livestock products","Mali","Export Quantity","Cotton lint","2020","tonnes","30929"
"Crops and livestock products","Mali","Export Quantity","Maize","2020","tonnes","9568"
"Crops and livestock products","Mali","Export Quantity","Oil, palm","2020","tonnes","256"
"Crops and livestock products","Mali","Export Quantity","Vegetables, frozen","2020","tonnes","2"
"Crops and livestock products","Mali","Export Quantity","Wheat","2020","tonnes","0"
"Crops and livestock products","Malta","Export Quantity","Oil, olive, virgin","2020","tonnes","0"
"Crops and livestock products","Malta","Export Quantity","Quinoa","2020","tonnes","1"
"Crops and livestock products","Malta","Export Quantity","Raisins","2020","tonnes","0"
"Crops and livestock products","Malta","Export Quantity","Rice, milled","2020","tonnes","1"
"Crops and livestock products","Malta","Export Quantity","Vegetables in vinegar","2020","tonnes","0"
"Crops and livestock products","Malta","Export Quantity","Vegetables, frozen","2020","tonnes","47"
"Crops and livestock products","Mauritania","Export Quantity","Vegetables, frozen","2020","tonnes",""
"Crops and livestock products","Mauritius","Export Quantity","Cotton lint","2020","tonnes","0"
"Crops and livestock products","Mauritius","Export Quantity","Linseed","2020","tonnes","0"
"Crops and livestock products","Mauritius","Export Quantity","Oil, maize","2020","tonnes","0"
"Crops and livestock products","Mauritius","Export Quantity","Oil, olive, virgin","2020","tonnes","6"
"Crops and livestock products","Mauritius","Export Quantity","Oil, palm","2020","tonnes","2"
"Crops and livestock products","Mauritius","Export Quantity","Oil, palm kernel","2020","tonnes","23"
"Crops and livestock products","Mauritius","Export Quantity","Quinoa","2020","tonnes","0"
"Crops and livestock products","Mauritius","Export Quantity","Raisins","2020","tonnes","5"
"Crops and livestock products","Mauritius","Export Quantity","Rice, milled","2020","tonnes","13"
"Crops and livestock products","Mauritius","Export Quantity","Vegetables in vinegar","2020","tonnes","6"
"Crops and livestock products","Mauritius","Export Quantity","Vegetables, frozen","2020","tonnes","1"
"Crops and livestock products","Mexico","Export Quantity","Cotton lint","2020","tonnes","49995"
"Crops and livestock products","Mexico","Export Quantity","Flour, cassava","2020","tonnes","0"
"Crops and livestock products","Mexico","Export Quantity","Linseed","2020","tonnes","4"
"Crops and livestock products","Mexico","Export Quantity","Maize","2020","tonnes","312384"
"Crops and livestock products","Mexico","Export Quantity","Oil, maize","2020","tonnes","1670"
"Crops and livestock products","Mexico","Export Quantity","Oil, olive, virgin","2020","tonnes","628"
"Crops and livestock products","Mexico","Export Quantity","Oil, palm","2020","tonnes","2183"
"Crops and livestock products","Mexico","Export Quantity","Oil, palm kernel","2020","tonnes","400"
"Crops and livestock products","Mexico","Export Quantity","Quinoa","2020","tonnes","1"
"Crops and livestock products","Mexico","Export Quantity","Raisins","2020","tonnes","143"
"Crops and livestock products","Mexico","Export Quantity","Rice, milled","2020","tonnes","7553"
"Crops and livestock products","Mexico","Export Quantity","Vegetables in vinegar","2020","tonnes","169927"
"Crops and livestock products","Mexico","Export Quantity","Vegetables, frozen","2020","tonnes","400344"
"Crops and livestock products","Mexico","Export Quantity","Wheat","2020","tonnes","255638"
"Crops and livestock products","Mongolia","Export Quantity","Cotton lint","2020","tonnes","0"
"Crops and livestock products","Mongolia","Export Quantity","Oil, linseed","2020","tonnes","1"
"Crops and livestock products","Mongolia","Export Quantity","Rice, milled","2020","tonnes","0"
"Crops and livestock products","Mongolia","Export Quantity","Sunflower seed","2020","tonnes","3"
"Crops and livestock products","Mongolia","Export Quantity","Vegetables in vinegar","2020","tonnes","0"
"Crops and livestock products","Montenegro","Export Quantity","Linseed","2020","tonnes","2"
"Crops and livestock products","Montenegro","Export Quantity","Maize","2020","tonnes","327"
"Crops and livestock products","Montenegro","Export Quantity","Oil, olive, virgin","2020","tonnes","0"
"Crops and livestock products","Montenegro","Export Quantity","Oil, palm","2020","tonnes","25"
"Crops and livestock products","Montenegro","Export Quantity","Raisins","2020","tonnes","6"
"Crops and livestock products","Montenegro","Export Quantity","Rice, milled","2020","tonnes","62"
"Crops and livestock products","Montenegro","Export Quantity","Sunflower seed","2020","tonnes","1"
"Crops and livestock products","Montenegro","Export Quantity","Vegetables in vinegar","2020","tonnes","2"
"Crops and livestock products","Montenegro","Export Quantity","Vegetables, frozen","2020","tonnes","95"
"Crops and livestock products","Montenegro","Export Quantity","Wheat","2020","tonnes","0"
"Crops and livestock products","Morocco","Export Quantity","Barley","2020","tonnes",""
"Crops and livestock products","Morocco","Export Quantity","Cotton lint","2020","tonnes","1"
"Crops and livestock products","Morocco","Export Quantity","Linseed","2020","tonnes","3"
"Crops and livestock products","Morocco","Export Quantity","Maize","2020","tonnes","1"
"Crops and livestock products","Morocco","Export Quantity","Oil, linseed","2020","tonnes","0"
"Crops and livestock products","Morocco","Export Quantity","Oil, maize","2020","tonnes","3270"
"Crops and livestock products","Morocco","Export Quantity","Oil, olive, virgin","2020","tonnes","10440"
"Crops and livestock products","Morocco","Export Quantity","Oil, palm","2020","tonnes",""
"Crops and livestock products","Morocco","Export Quantity","Oil, palm kernel","2020","tonnes",""
"Crops and livestock products","Morocco","Export Quantity","Quinoa","2020","tonnes","19"
"Crops and livestock products","Morocco","Export Quantity","Raisins","2020","tonnes","20"
"Crops and livestock products","Morocco","Export Quantity","Rice, milled","2020","tonnes","119"
"Crops and livestock products","Morocco","Export Quantity","Sunflower seed","2020","tonnes","0"
"Crops and livestock products","Morocco","Export Quantity","Vegetables in vinegar","2020","tonnes","5663"
"Crops and livestock products","Morocco","Export Quantity","Vegetables, frozen","2020","tonnes","2090"
"Crops and livestock products","Morocco","Export Quantity","Wheat","2020","tonnes","10"
"Crops and livestock products","Mozambique","Export Quantity","Barley","2020","tonnes","0"
"Crops and livestock products","Mozambique","Export Quantity","Cotton lint","2020","tonnes","11940"
"Crops and livestock products","Mozambique","Export Quantity","Flour, cassava","2020","tonnes","1"
"Crops and livestock products","Mozambique","Export Quantity","Linseed","2020","tonnes","528"
"Crops and livestock products","Mozambique","Export Quantity","Maize","2020","tonnes","540"
"Crops and livestock products","Mozambique","Export Quantity","Oil, linseed","2020","tonnes","0"
"Crops and livestock products","Mozambique","Export Quantity","Oil, maize","2020","tonnes","0"
"Crops and livestock products","Mozambique","Export Quantity","Oil, olive, virgin","2020","tonnes","1"
"Crops and livestock products","Mozambique","Export Quantity","Oil, palm","2020","tonnes","278"
"Crops and livestock products","Mozambique","Export Quantity","Oil, palm kernel","2020","tonnes","0"
"Crops and livestock products","Mozambique","Export Quantity","Raisins","2020","tonnes","0"
"Crops and livestock products","Mozambique","Export Quantity","Rice, milled","2020","tonnes","1455"
"Crops and livestock products","Mozambique","Export Quantity","Sunflower seed","2020","tonnes","3650"
"Crops and livestock products","Mozambique","Export Quantity","Vegetables in vinegar","2020","tonnes","0"
"Crops and livestock products","Mozambique","Export Quantity","Vegetables, frozen","2020","tonnes","8"
"Crops and livestock products","Mozambique","Export Quantity","Wheat","2020","tonnes","10020"
"Crops and livestock products","Myanmar","Export Quantity","Cotton lint","2020","tonnes","10158"
"Crops and livestock products","Myanmar","Export Quantity","Flour, cassava","2020","tonnes","415"
"Crops and livestock products","Myanmar","Export Quantity","Maize","2020","tonnes","1191119"
"Crops and livestock products","Myanmar","Export Quantity","Oil, maize","2020","tonnes","845"
"Crops and livestock products","Myanmar","Export Quantity","Oil, palm kernel","2020","tonnes","804"
"Crops and livestock products","Myanmar","Export Quantity","Rice, milled/husked","2020","tonnes","108791"
"Crops and livestock products","Myanmar","Export Quantity","Sunflower seed","2020","tonnes","817"
"Crops and livestock products","Myanmar","Export Quantity","Vegetables, frozen","2020","tonnes","958"
"Crops and livestock products","Myanmar","Export Quantity","Wheat","2020","tonnes","3"
"Crops and livestock products","Namibia","Export Quantity","Barley","2020","tonnes","0"
"Crops and livestock products","Namibia","Export Quantity","Cotton lint","2020","tonnes","35"
"Crops and livestock products","Namibia","Export Quantity","Maize","2020","tonnes","2621"
"Crops and livestock products","Namibia","Export Quantity","Oil, olive, virgin","2020","tonnes","2"
"Crops and livestock products","Namibia","Export Quantity","Oil, palm","2020","tonnes","113"
"Crops and livestock products","Namibia","Export Quantity","Raisins","2020","tonnes","387"
"Crops and livestock products","Namibia","Export Quantity","Rice, milled","2020","tonnes","108"
"Crops and livestock products","Namibia","Export Quantity","Vegetables in vinegar","2020","tonnes","1"
"Crops and livestock products","Namibia","Export Quantity","Vegetables, frozen","2020","tonnes","0"
"Crops and livestock products","Namibia","Export Quantity","Wheat","2020","tonnes","95"
"Crops and livestock products","Nepal","Export Quantity","Cotton lint","2020","tonnes","1"
"Crops and livestock products","Nepal","Export Quantity","Flax fibre and tow","2020","tonnes","0"
"Crops and livestock products","Nepal","Export Quantity","Linseed","2020","tonnes","267"
"Crops and livestock products","Nepal","Export Quantity","Maize","2020","tonnes","12"
"Crops and livestock products","Nepal","Export Quantity","Oil, palm","2020","tonnes","46151"
"Crops and livestock products","Nepal","Export Quantity","Rice, milled","2020","tonnes","31"
"Crops and livestock products","Nepal","Export Quantity","Vegetables in vinegar","2020","tonnes","55"
"Crops and livestock products","Nepal","Export Quantity","Vegetables, frozen","2020","tonnes","1"
"Crops and livestock products","Netherlands","Export Quantity","Barley","2020","tonnes","86537"
"Crops and livestock products","Netherlands","Export Quantity","Cotton lint","2020","tonnes","28"
"Crops and livestock products","Netherlands","Export Quantity","Flax fibre and tow","2020","tonnes","3946"
"Crops and livestock products","Netherlands","Export Quantity","Linseed","2020","tonnes","30218"
"Crops and livestock products","Netherlands","Export Quantity","Maize","2020","tonnes","849256"
"Crops and livestock products","Netherlands","Export Quantity","Oil, linseed","2020","tonnes","2707"
"Crops and livestock products","Netherlands","Export Quantity","Oil, maize","2020","tonnes","225"
"Crops and livestock products","Netherlands","Export Quantity","Oil, olive, virgin","2020","tonnes","4543"
"Crops and livestock products","Netherlands","Export Quantity","Oil, palm","2020","tonnes","1280283"
"Crops and livestock products","Netherlands","Export Quantity","Oil, palm kernel","2020","tonnes","72532"
"Crops and livestock products","Netherlands","Export Quantity","Quinoa","2020","tonnes","4339"
"Crops and livestock products","Netherlands","Export Quantity","Raisins","2020","tonnes","16135"
"Crops and livestock products","Netherlands","Export Quantity","Rice, milled","2020","tonnes","150094"
"Crops and livestock products","Netherlands","Export Quantity","Sunflower seed","2020","tonnes","31376"
"Crops and livestock products","Netherlands","Export Quantity","Vegetables in vinegar","2020","tonnes","82352"
"Crops and livestock products","Netherlands","Export Quantity","Vegetables, frozen","2020","tonnes","213077"
"Crops and livestock products","Netherlands","Export Quantity","Wheat","2020","tonnes","256795"
"Crops and livestock products","New Zealand","Export Quantity","Barley","2020","tonnes","240"
"Crops and livestock products","New Zealand","Export Quantity","Flax fibre and tow","2020","tonnes","0"
"Crops and livestock products","New Zealand","Export Quantity","Linseed","2020","tonnes","691"
"Crops and livestock products","New Zealand","Export Quantity","Maize","2020","tonnes","1315"
"Crops and livestock products","New Zealand","Export Quantity","Oil, linseed","2020","tonnes","133"
"Crops and livestock products","New Zealand","Export Quantity","Oil, maize","2020","tonnes","938"
"Crops and livestock products","New Zealand","Export Quantity","Oil, olive, virgin","2020","tonnes","66"
"Crops and livestock products","New Zealand","Export Quantity","Oil, palm","2020","tonnes","69"
"Crops and livestock products","New Zealand","Export Quantity","Oil, palm kernel","2020","tonnes","1"
"Crops and livestock products","New Zealand","Export Quantity","Quinoa","2020","tonnes","4"
"Crops and livestock products","New Zealand","Export Quantity","Raisins","2020","tonnes","63"
"Crops and livestock products","New Zealand","Export Quantity","Rice, milled","2020","tonnes","156"
"Crops and livestock products","New Zealand","Export Quantity","Sunflower seed","2020","tonnes","3"
"Crops and livestock products","New Zealand","Export Quantity","Vegetables in vinegar","2020","tonnes","204"
"Crops and livestock products","New Zealand","Export Quantity","Vegetables, frozen","2020","tonnes","65437"
"Crops and livestock products","New Zealand","Export Quantity","Wheat","2020","tonnes","68"
"Crops and livestock products","Nicaragua","Export Quantity","Barley","2020","tonnes","0"
"Crops and livestock products","Nicaragua","Export Quantity","Flour, cassava","2020","tonnes","860"
"Crops and livestock products","Nicaragua","Export Quantity","Linseed","2020","tonnes","2"
"Crops and livestock products","Nicaragua","Export Quantity","Maize","2020","tonnes","1186"
"Crops and livestock products","Nicaragua","Export Quantity","Oil, olive, virgin","2020","tonnes","0"
"Crops and livestock products","Nicaragua","Export Quantity","Oil, palm","2020","tonnes","68783"
"Crops and livestock products","Nicaragua","Export Quantity","Oil, palm kernel","2020","tonnes","2757"
"Crops and livestock products","Nicaragua","Export Quantity","Raisins","2020","tonnes","3"
"Crops and livestock products","Nicaragua","Export Quantity","Rice, milled","2020","tonnes","1133"
"Crops and livestock products","Nicaragua","Export Quantity","Vegetables in vinegar","2020","tonnes","0"
"Crops and livestock products","Nicaragua","Export Quantity","Vegetables, frozen","2020","tonnes","0"
"Crops and livestock products","Niger","Export Quantity","Flour, cassava","2020","tonnes",""
"Crops and livestock products","Niger","Export Quantity","Oil, olive, virgin","2020","tonnes","0"
"Crops and livestock products","Niger","Export Quantity","Oil, palm","2020","tonnes","60000"
"Crops and livestock products","Niger","Export Quantity","Rice, milled","2020","tonnes","5000"
"Crops and livestock products","Niger","Export Quantity","Vegetables, frozen","2020","tonnes",""
"Crops and livestock products","Nigeria","Export Quantity","Cotton lint","2020","tonnes","35000"
"Crops and livestock products","Nigeria","Export Quantity","Flour, cassava","2020","tonnes","2375"
"Crops and livestock products","Nigeria","Export Quantity","Linseed","2020","tonnes","0"
"Crops and livestock products","Nigeria","Export Quantity","Maize","2020","tonnes","4723"
"Crops and livestock products","Nigeria","Export Quantity","Oil, linseed","2020","tonnes","0"
"Crops and livestock products","Nigeria","Export Quantity","Oil, maize","2020","tonnes","0"
"Crops and livestock products","Nigeria","Export Quantity","Oil, olive, virgin","2020","tonnes","5"
"Crops and livestock products","Nigeria","Export Quantity","Oil, palm","2020","tonnes","3600"
"Crops and livestock products","Nigeria","Export Quantity","Oil, palm kernel","2020","tonnes","13400"
"Crops and livestock products","Nigeria","Export Quantity","Rice, milled","2020","tonnes","44"
"Crops and livestock products","Nigeria","Export Quantity","Rice, milled/husked","2020","tonnes","0"
"Crops and livestock products","Nigeria","Export Quantity","Sunflower seed","2020","tonnes",""
"Crops and livestock products","Nigeria","Export Quantity","Vegetables in vinegar","2020","tonnes","1"
"Crops and livestock products","Nigeria","Export Quantity","Vegetables, frozen","2020","tonnes","32"
"Crops and livestock products","Nigeria","Export Quantity","Wheat","2020","tonnes","24"
"Crops and livestock products","Niue","Export Quantity","Rice, milled","2020","tonnes","5"
"Crops and livestock products","North Macedonia","Export Quantity","Barley","2020","tonnes","2645"
"Crops and livestock products","North Macedonia","Export Quantity","Linseed","2020","tonnes","5"
"Crops and livestock products","North Macedonia","Export Quantity","Maize","2020","tonnes","17243"
"Crops and livestock products","North Macedonia","Export Quantity","Oil, linseed","2020","tonnes","1"
"Crops and livestock products","North Macedonia","Export Quantity","Oil, olive, virgin","2020","tonnes","0"
"Crops and livestock products","North Macedonia","Export Quantity","Oil, palm","2020","tonnes","250"
"Crops and livestock products","North Macedonia","Export Quantity","Quinoa","2020","tonnes","1"
"Crops and livestock products","North Macedonia","Export Quantity","Raisins","2020","tonnes","3"
"Crops and livestock products","North Macedonia","Export Quantity","Rice, milled","2020","tonnes","1687"
"Crops and livestock products","North Macedonia","Export Quantity","Sunflower seed","2020","tonnes","2677"
"Crops and livestock products","North Macedonia","Export Quantity","Vegetables in vinegar","2020","tonnes","13650"
"Crops and livestock products","North Macedonia","Export Quantity","Vegetables, frozen","2020","tonnes","5024"
"Crops and livestock products","North Macedonia","Export Quantity","Wheat","2020","tonnes","4807"
"Crops and livestock products","Norway","Export Quantity","Barley","2020","tonnes","618"
"Crops and livestock products","Norway","Export Quantity","Cotton lint","2020","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Flax fibre and tow","2020","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Linseed","2020","tonnes","32"
"Crops and livestock products","Norway","Export Quantity","Maize","2020","tonnes","277"
"Crops and livestock products","Norway","Export Quantity","Oil, linseed","2020","tonnes","2"
"Crops and livestock products","Norway","Export Quantity","Oil, olive, virgin","2020","tonnes","2"
"Crops and livestock products","Norway","Export Quantity","Quinoa","2020","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Raisins","2020","tonnes","4"
"Crops and livestock products","Norway","Export Quantity","Rice, milled","2020","tonnes","276"
"Crops and livestock products","Norway","Export Quantity","Sunflower seed","2020","tonnes","298"
"Crops and livestock products","Norway","Export Quantity","Vegetables in vinegar","2020","tonnes","48"
"Crops and livestock products","Norway","Export Quantity","Vegetables, frozen","2020","tonnes","182"
"Crops and livestock products","Norway","Export Quantity","Wheat","2020","tonnes","50"
"Crops and livestock products","Oman","Export Quantity","Barley","2020","tonnes","1"
"Crops and livestock products","Oman","Export Quantity","Maize","2020","tonnes","15"
"Crops and livestock products","Oman","Export Quantity","Oil, maize","2020","tonnes","3359"
"Crops and livestock products","Oman","Export Quantity","Oil, olive, virgin","2020","tonnes","35"
"Crops and livestock products","Oman","Export Quantity","Oil, palm","2020","tonnes","66698"
"Crops and livestock products","Oman","Export Quantity","Raisins","2020","tonnes","13"
"Crops and livestock products","Oman","Export Quantity","Rice, milled","2020","tonnes","664"
"Crops and livestock products","Oman","Export Quantity","Sunflower seed","2020","tonnes","11"
"Crops and livestock products","Oman","Export Quantity","Vegetables in vinegar","2020","tonnes","42"
"Crops and livestock products","Oman","Export Quantity","Vegetables, frozen","2020","tonnes","90"
"Crops and livestock products","Oman","Export Quantity","Wheat","2020","tonnes","350"
"Crops and livestock products","Pakistan","Export Quantity","Barley","2020","tonnes","223"
"Crops and livestock products","Pakistan","Export Quantity","Cotton lint","2020","tonnes","1775"
"Crops and livestock products","Pakistan","Export Quantity","Flour, cassava","2020","tonnes","73"
"Crops and livestock products","Pakistan","Export Quantity","Maize","2020","tonnes","64682"
"Crops and livestock products","Pakistan","Export Quantity","Oil, linseed","2020","tonnes","1"
"Crops and livestock products","Pakistan","Export Quantity","Oil, maize","2020","tonnes","529"
"Crops and livestock products","Pakistan","Export Quantity","Oil, olive, virgin","2020","tonnes","9"
"Crops and livestock products","Pakistan","Export Quantity","Oil, palm","2020","tonnes","1"
"Crops and livestock products","Pakistan","Export Quantity","Oil, palm kernel","2020","tonnes","0"
"Crops and livestock products","Pakistan","Export Quantity","Raisins","2020","tonnes","35"
"Crops and livestock products","Pakistan","Export Quantity","Rice, milled","2020","tonnes","2821106"
"Crops and livestock products","Pakistan","Export Quantity","Vegetables in vinegar","2020","tonnes","6818"
"Crops and livestock products","Pakistan","Export Quantity","Vegetables, frozen","2020","tonnes","11048"
"Crops and livestock products","Pakistan","Export Quantity","Wheat","2020","tonnes","28000"
"Crops and livestock products","Palestine","Export Quantity","Oil, olive, virgin","2020","tonnes","6456"
"Crops and livestock products","Palestine","Export Quantity","Oil, palm","2020","tonnes","2"
"Crops and livestock products","Palestine","Export Quantity","Vegetables in vinegar","2020","tonnes","1133"
"Crops and livestock products","Palestine","Export Quantity","Wheat","2020","tonnes","4"
"Crops and livestock products","Panama","Export Quantity","Maize","2020","tonnes","0"
"Crops and livestock products","Panama","Export Quantity","Oil, linseed","2020","tonnes","0"
"Crops and livestock products","Panama","Export Quantity","Oil, olive, virgin","2020","tonnes","21"
"Crops and livestock products","Panama","Export Quantity","Oil, palm","2020","tonnes","18021"
"Crops and livestock products","Panama","Export Quantity","Oil, palm kernel","2020","tonnes","1135"
"Crops and livestock products","Panama","Export Quantity","Raisins","2020","tonnes","25"
"Crops and livestock products","Panama","Export Quantity","Rice, milled","2020","tonnes","396"
"Crops and livestock products","Panama","Export Quantity","Vegetables in vinegar","2020","tonnes","0"
"Crops and livestock products","Panama","Export Quantity","Vegetables, frozen","2020","tonnes","50"
"Crops and livestock products","Papua New Guinea","Export Quantity","Oil, olive, virgin","2020","tonnes","0"
"Crops and livestock products","Papua New Guinea","Export Quantity","Oil, palm","2020","tonnes","697970"
"Crops and livestock products","Papua New Guinea","Export Quantity","Oil, palm kernel","2020","tonnes","68107"
"Crops and livestock products","Papua New Guinea","Export Quantity","Rice, milled","2020","tonnes","0"
"Crops and livestock products","Papua New Guinea","Export Quantity","Vegetables in vinegar","2020","tonnes","15"
"Crops and livestock products","Papua New Guinea","Export Quantity","Wheat","2020","tonnes","168"
"Crops and livestock products","Paraguay","Export Quantity","Cotton lint","2020","tonnes","4141"
"Crops and livestock products","Paraguay","Export Quantity","Maize","2020","tonnes","2106920"
"Crops and livestock products","Paraguay","Export Quantity","Oil, maize","2020","tonnes","14255"
"Crops and livestock products","Paraguay","Export Quantity","Oil, palm kernel","2020","tonnes","237"
"Crops and livestock products","Paraguay","Export Quantity","Rice, milled","2020","tonnes","373158"
"Crops and livestock products","Paraguay","Export Quantity","Rice, milled/husked","2020","tonnes",""
"Crops and livestock products","Paraguay","Export Quantity","Sunflower seed","2020","tonnes","247"
"Crops and livestock products","Paraguay","Export Quantity","Vegetables, frozen","2020","tonnes",""
"Crops and livestock products","Paraguay","Export Quantity","Wheat","2020","tonnes","282901"
"Crops and livestock products","Peru","Export Quantity","Barley","2020","tonnes","34"
"Crops and livestock products","Peru","Export Quantity","Cotton lint","2020","tonnes","342"
"Crops and livestock products","Peru","Export Quantity","Flour, cassava","2020","tonnes","3371"
"Crops and livestock products","Peru","Export Quantity","Linseed","2020","tonnes","37"
